arm,status,PREFIX,L2_1s,L2_2s,L2_3s,delta_vs_control,sessions_improved
A2-C2F-MOTION,completed,0.1642047406510302,0.09606710403852343,0.1637701655002458,0.23277695241432128,-4.702614584337567e-05,5
A2-FRESH-NUIM,completed,0.15870725916855608,0.08831314656935259,0.15246665889418926,0.23534197204212645,-0.005544507628317464,8
