seed,control_terminal,arm_terminal,arm_best,arm_best_step,delta_terminal,mean_abs_b_control,mean_abs_b_arm,stop_hold_signed_b_control,stop_hold_signed_b_arm,stop_hold_d3_delta,departing_signed_b_control,departing_signed_b_arm,departing_d3_delta,constant_signed_b_control,constant_signed_b_arm,constant_d3_delta,decelerating_signed_b_control,decelerating_signed_b_arm,decelerating_d3_delta,accelerating_signed_b_control,accelerating_signed_b_arm,accelerating_d3_delta
0,0.22559153860214878,0.2236442485855924,0.2236442485855924,20554,-0.0019472900165563856,0.1468562122303616,0.1426065520039035,0.3445334605894102,0.3288849442587917,-0.007020998728717642,0.21608749654775142,0.20595647095563463,-0.00826419263725875,-0.008267611447303721,-0.005635259903996662,-0.000494285658292487,0.05248391370665872,0.04507793377355852,-0.003469996953502169,-0.07419209718821661,-0.06492712059930004,-0.006205775224951471
1,0.22562161983467183,0.2241379144583811,0.2241379144583811,20554,-0.0014837053762907226,0.14524164507336887,0.14158626059373244,0.34636256059526616,0.32886366261967065,-0.007883475686456864,0.2163031209027723,0.21164374070908615,-0.02370403720699149,-0.008208003261393999,-0.00608481058404369,-0.001221230688084357,0.05177091148203987,0.0403218909689066,0.0016712001212292882,-0.06913728344725262,-0.06514340330996661,-2.75496343438153e-05
