seed,T203_terminal,T203_best,T203_best_step,T203_probe_terminal,T203_tune_b1_terminal,T203_vx_mae,EXP_terminal,EXP_best,EXP_best_step,EXP_probe_terminal,EXP_tune_b1_terminal,EXP_vx_mae,EXP_minus_T203_terminal,EXP_minus_T203_best
0,0.26792004432956185,0.26757183941444745,13704,0.07353783851736762,0.26792005719318335,1.0955683673182885,0.22559153860214878,0.22559153860214878,20554,0.0858507263082883,0.2255915608831835,0.8725151583851615,-0.04232850572741306,-0.04198030081229867
1,0.26671681895262905,0.2626952004140696,13704,0.07378127993509238,0.2667168507688047,1.0898731684198488,0.22562161983467183,0.22517298562620003,13704,0.08579462981674897,0.22562161430555103,0.869704909673011,-0.041095199117957226,-0.037522214787869546
